clientid,income,age,loan,default
161,27947.440282441697,58.3484551762231,5514.11742142548,0
162,62246.7272495851,31.081884507089896,406.720769305791,0
163,40154.6885655262,60.5296831950545,6013.15287400369,0
164,58627.5548837148,33.1156532461755,1215.6525598047801,0
165,33441.0510654561,27.873486188706003,5282.728560308379,1
166,55603.7867954001,43.8394727888517,1411.13008049743,0
167,31046.3789664209,29.297398745548,4907.67408446776,1
168,44708.09987280519,21.108773565851198,2390.8505965863,0
169,23340.2706962079,42.8286152952351,2707.7609389629897,0
170,24830.181971192404,28.9702452290803,2046.6850503447897,0
171,31422.7473852225,53.898080206010505,1686.83590183974,0
172,60477.23384574059,60.4021064555272,10711.700895547,0
173,26039.0214901417,49.3904022299685,2056.75238228244,0
174,36186.8480732664,50.5067522143945,1130.7352653068401,0
175,39772.1187258139,43.725447806064,5492.89368937988,0
176,34730.1640710793,63.37623301194979,818.5084418876919,0
177,23118.4833147563,57.5810503219254,1746.93655902557,0
178,50072.8476257063,33.0152727491222,8088.568018568091,1
179,67465.06238589059,23.611053848173498,1802.61699404161,0
180,38625.6320099346,19.6300378022715,5836.56338145928,1
181,45227.482826449006,26.723162444774104,5521.5074051112,1
182,64901.897734962404,44.9388158493675,9589.83352507197,0
183,40543.9135432243,51.460875617805904,6507.8501914892895,0
184,27793.2667220011,60.5169084747322,382.24890411041497,0
185,61167.774819769,20.5836314358748,10396.6181477631,1
186,64619.6646196768,26.042092686519,9704.7824094498,1
187,37593.7578664161,54.0104153105058,7274.32562822359,0
188,35032.6495990157,56.72462562192229,135.931684494729,0
189,58364.4649758935,55.59654947882521,5809.8990004484995,0
190,56945.8104134537,45.5540205067955,6388.369826233511,0
191,27204.8485511914,29.0720967198722,3827.8939146126,1
192,21648.261025548,52.5870399242267,3558.52726155765,0
193,31077.8568894602,44.2215166972019,4452.330679191939,0
194,42522.9224073701,53.868651077616995,6790.85026335851,0
195,31769.247718621,44.774380587507,1148.22143592675,0
196,35556.779911276004,23.7774331844412,6361.97343810153,1
197,52908.824237529196,53.6956359203905,9841.080552709609,0
198,35045.1314053498,28.653283655177802,2382.46677216556,0
199,44488.1644845009,33.4312054850161,2751.08884293104,0
200,41679.9371177331,53.6699082404375,395.000775087053,0
201,54619.9471969157,52.42442217422651,10780.2718821749,0
202,38053.6231258884,26.2068803249858,6110.57279243647,1
203,64718.661776278204,37.2764920084737,1485.07993541129,0
204,43159.0849696659,62.44209669111301,4350.01989674202,0
205,29445.510501973302,28.4456774769351,1758.88186466259,0
206,25817.389884032298,37.9454801897518,4115.4847193336,0
207,66356.8567414768,61.5248488285579,10725.484727782801,0
208,56676.15799931809,46.6789695257321,2278.55434854177,0
209,61000.0427742489,48.6236102138646,2160.78490802133,0
210,58906.2516856939,42.0493419757113,9290.575344923871,0
211,49589.1537214629,42.7752558849752,2627.4054884209,0
212,40141.6035415605,56.151418384630205,845.3663712741251,0
213,31659.7282118164,31.9281536792405,858.511387999185,0
214,62658.221628516905,25.4631600710563,3343.36716094004,0
215,39264.4834984094,37.027752841822796,5255.78828313976,0
216,46643.1264812127,53.405083367135404,6440.861434225771,0
217,30515.372117515697,20.1618777224794,415.240434973958,0
218,65077.322027646,50.979134705849,11061.8118946308,0
219,60871.86900433151,61.260144198779,4844.1722236386995,0
220,25011.103895958502,36.2151896632276,3834.0427822766997,0
221,68407.1855084039,60.93758158152921,597.9440655279531,0
222,43727.439343929305,55.1925993468612,1170.55633399312,0
223,45788.747100159504,41.2619462260045,5894.04131672805,0
224,65705.0108234398,50.9284318452701,1969.7941341928897,0
225,32434.7025062889,41.3531710146926,2738.44049607766,0
226,58121.668575331605,27.3018002295867,7531.10124850389,1
227,62498.5072459094,31.9096907987259,3312.8776215380394,0
228,26090.725876856603,48.07852007215839,4255.62639181993,0
229,64780.93853686,20.2281011762097,8402.415585756991,1
230,65588.4034163319,22.918212262913602,7879.738136012421,1
231,65743.7036675401,52.300504095852396,7724.57141377445,0
232,37164.521582890295,47.2954547600821,1445.80218914379,0
233,65176.5297795646,48.9632109752856,2365.28749039987,0
234,34615.542173851296,25.5143896490335,6476.760852061379,1
235,59079.4650535099,58.6383316046558,10326.0897733222,0
236,56267.1716371551,22.4861360387877,7329.243163822591,1
237,34862.8212860785,54.964873311575495,6040.77206183173,0
238,60521.3641002774,45.424993005115496,8035.88317278016,0
239,42276.7829080112,57.9306961889379,8055.305084123921,0
240,38451.1777129956,63.4214554904029,3441.26141621257,0
241,45985.108653549105,53.5338888033293,7382.056426137521,0
242,51000.4224418662,27.8029975118116,778.732695554933,0
243,31523.1077652425,40.446167938876904,5174.57056869183,0
244,28648.676751181498,18.396969827823302,1870.9252528540699,0
245,27514.427963178598,21.8976978017017,3400.91074388565,1
246,27441.0003842786,37.399069886189,1455.0476020381197,0
247,67709.2415909283,50.4129322776571,5136.81930751016,0
248,38600.7071868517,44.7227962231264,2749.08019063432,0
249,30950.295405928,26.310194327030302,5043.14863656084,1
250,27083.822868298703,60.6666585183702,3286.2128815586602,0
251,21512.7452672459,24.7795283021405,2453.3761214986803,0
252,34796.0035596043,58.4878998775966,443.66653811321197,0
253,27089.3928408623,51.29419703828171,1851.31156299008,0
254,25259.4016306102,39.7397662643343,4341.00808194247,0
255,47007.3135849088,45.01979642966759,4069.40264613646,0
256,20358.665024396,53.6151803117245,1064.68691788658,0
257,67900.2265259624,43.5143038420938,7902.74296522359,0
258,54418.470994569405,55.2220663037151,5630.7412209842605,0
259,51288.5546940379,29.9207484745421,6536.96636294544,1
260,28199.601632077203,36.6687041711994,3871.6889019340706,0
261,22199.615142308197,60.104818883352,1498.39091851883,0
262,50514.4696263596,57.3796501425095,2003.65357036953,0
263,34414.2403383739,54.53017240064221,617.538752197269,0
264,37633.087432477594,29.421412573196,868.1624732744141,0
265,55235.5040726252,47.0052601420321,4910.54765823574,0
266,45587.5518429093,62.022138073109105,8366.61426770219,0
267,52757.7949385159,53.082214448601,2321.20631423091,0
268,41174.8081259429,52.339376373216496,2888.4447099632202,0
269,25685.535201337203,39.0091894618236,490.742921135624,0
270,28145.302999764703,55.547629611100994,4805.97154908401,0
271,52094.21837236731,40.8445077631623,495.021199154345,0
272,33552.3859760724,25.1596109354869,6054.24412635839,1
273,37400.9337672032,50.108486676123,1693.13737803293,0
274,21605.7250904851,23.238169600255798,2828.30861825601,1
275,57562.89173616099,56.6005673469044,8508.83539912434,0
276,62288.53960521519,25.6021726368926,10657.1061233567,1
277,22767.264202702798,45.1232806812041,1205.78601273801,0
278,20943.0433274247,19.8196311858483,4098.11578954984,1
279,20622.860097792,30.4140330967493,3518.4526294613,1
280,48436.664631590196,49.0278497678228,5851.4097886154,0
281,27574.634184129503,57.6437090644613,1017.39615953411,0
282,62889.362142887,33.2456503002904,6525.15179253791,0
283,37683.2004915923,55.587210861500395,7414.5528532260305,0
284,54974.455495830596,61.9842032282613,8922.19971681344,0
285,56326.0866724886,40.4054552190937,4816.77607411979,0
286,65670.8834390156,50.0046984688379,3950.8701721497205,0
287,50730.7333918288,41.9700667927973,1879.05966237435,0
288,64184.9157912657,46.4470364344306,1854.23961318048,0
289,66179.3241091073,48.120799149386606,3646.9378597936798,0
290,24969.5268040523,45.1209932160564,3595.50194172919,0
291,54925.518266390995,40.805603108834504,554.4883448103379,0
292,67879.2480193079,43.5972086614929,10433.4743453989,0
293,67787.526762113,53.362340441439294,9607.49884661811,0
294,31657.619301695402,37.778664294630296,1448.07198358459,0
295,36559.1350290924,19.716176087502397,3030.26724082269,0
296,57787.565658800304,22.6446692147292,6339.85084448677,0
297,42521.726007107594,47.704288747627295,2661.61251596017,0
298,51935.1806305349,21.495505332946802,5649.452468489761,0
299,45677.8761278838,51.69305562227961,2966.246125205,0
300,51363.5958125815,21.0219965986907,761.422404184785,0
301,27218.561030458703,55.171019956003896,4145.00358705858,0
302,43677.6292207651,32.553030352108195,6739.8585984927895,1
303,21533.595507498798,57.9016834627837,1971.554219965,0
304,28010.190934874103,55.3668996649794,3971.1554788077397,0
305,51589.2827464268,50.3134648902342,56.9909740698165,0
306,50480.952688958496,27.080390626099,8831.18436544789,1
307,43957.35058235,21.1448488398455,5416.3577980789005,1
308,61878.346551675306,33.006359541323,567.6687734239409,0
309,60153.3369673416,20.3008601283655,6472.34700724504,0
310,33388.5833434761,62.0016749538481,4551.8768886076705,0
311,41310.4017777368,53.576940739993,4481.162212528449,0
312,25576.9539321773,51.932268046774,1922.6566258695498,0
313,51455.0984534435,37.2856837031431,9447.117157424409,0
314,48134.1569265351,47.969675232190596,2075.59611242181,0
315,51348.5273043625,52.4367397828028,1507.89134084423,0
316,20532.8237311915,54.6232338510454,1897.7808208720398,0
317,33297.2140214406,46.5799600426108,3674.7413401434706,0
318,55858.5492358543,25.8665337795392,5630.44497235335,0
319,43777.5184796192,20.0109276962467,3601.29968528693,0
320,27789.519056677796,58.5191334835254,186.828073932876,0
321,36132.423875387794,34.2942604152486,99.4495914003405,0
322,20145.9885970689,21.282783722970603,839.8390632084551,0
323,63108.7073870003,43.1939415303059,5757.84899502697,0
324,26581.6145273857,61.9533737506717,5090.39277440685,0
325,62040.889628697194,62.049800970125894,7643.631046107171,0
326,69958.7055412121,30.5360198994167,8755.6919767255,1
327,38082.5195158832,45.519977238029206,4213.46525948758,0
328,45183.054176159196,33.8955782176927,5953.45352370895,1
329,36242.447961121805,39.415470788721,5688.994849119101,0
330,44527.2589032538,42.09009227762,4588.472285879389,0
331,40496.2558229454,20.105458715930602,4834.60379766491,0
332,24698.669305071202,48.9125574673526,2427.65078779499,0
333,60560.3055260144,49.75058566872029,1994.6211339084698,0
334,48018.211456947,50.2041390226223,6120.090021073979,0
335,30216.2519586273,26.563716534059502,2116.53731014055,0
336,61742.239950690404,44.872607807628796,8068.319703512409,0
337,47288.4266683832,62.42846685694529,4004.9888524873704,0
338,24658.8993165642,59.436500572133795,590.598081194187,0
339,64644.3481021561,58.840656749904205,9848.171448939891,0
340,57517.7241396159,52.4860697872937,4536.85720940257,0
341,52945.5477884039,54.6319151935168,6262.00794529651,0
342,36366.990411188504,47.191410086117706,371.040895011703,0
343,62113.7295663357,27.8844150044024,11928.5098562393,1
344,62279.5195016079,26.6664690533653,6801.4058925032805,0
345,61799.0849586204,56.9579610438086,5619.21760364769,0
346,50139.7400093265,30.2678123456426,7758.79982277807,1
347,69566.6843489744,52.967087706551,9875.03718259757,0
348,44897.4883696064,51.3580610542558,5732.39903226614,0
349,22572.3027647473,51.01624041982,724.193188479234,0
350,37123.0796375312,19.9466844960116,5659.509277874139,1
351,68744.788649492,60.7300558583811,5207.88311679924,0
352,21081.1941814609,52.3828332629055,2395.1653496083604,0
353,58828.2921165228,32.4029204347171,5947.64546828592,0
354,46706.4588610083,18.8303362894803,7084.263509070559,1
355,32312.8533829004,28.155320470687,228.330803623653,0
356,60778.7650241517,43.0130229773931,10021.0492234587,0
357,30948.0415470898,42.7513535995968,3995.80729495872,0
358,60122.011571656905,62.9096049447544,7189.3507350953405,0
359,43321.6811204329,32.2862543463707,743.86714101317,0
360,47904.3412418105,40.039270239416496,6183.514146370021,0
361,58597.3832453601,53.28803373547271,2588.49026590007,0
362,66091.9059114531,24.2041407017969,8743.509701223791,1
363,47316.7013772763,27.0641977209598,1940.6740439248601,0
364,40872.6397715509,54.948061559814995,5312.49170624282,0
365,35154.4934837148,52.899213241878904,4037.7196037478707,0
366,32222.8188090958,61.8106158780865,934.477133128546,0
367,40447.672961745404,22.492923848331,1072.1926587434698,0
368,48463.2045542821,50.52642975049089,8120.2580899123295,0
369,42843.0991293862,28.6317861331627,839.8690240153251,0
370,50310.422438196794,53.038696864154204,8361.7191002815,0
371,57565.1999609545,37.737854486797,5353.56165390711,0
372,55066.1829696037,55.739200699143105,9332.70266633384,0
373,46065.948209725306,52.8386391988024,4947.308727595901,0
374,38309.585656970696,55.42913449741901,3545.72397128405,0
375,54472.144756000496,59.245984996668994,10836.3830881501,0
376,58695.0943968259,29.7744096326642,1826.51630229436,0
377,54748.9123116247,31.596858642529696,5438.09369329612,0
378,46328.171917702995,56.84083063574511,7879.67620843062,0
379,49633.327468764,38.98900888860229,7915.31344330937,0
380,66339.78387573731,35.5919052129611,2350.89150808837,0
381,62650.719662196905,33.4840662707575,6425.36536372003,0
382,27646.780053619303,56.311668782029294,3132.1486918114397,0
383,21437.6157545485,45.7314004921354,2563.96087298893,0
384,50648.1984443963,56.5173067129217,7110.755833314191,0
385,29670.6718439236,53.550199660006896,2928.98408763734,0
386,20258.538662456,29.115531621500804,2767.8372998142,1
387,34475.2179738134,42.307918459176996,3162.1338373512704,0
388,28926.432463340498,62.065251282881896,750.0671069984869,0
389,20660.6689537875,49.363881094846896,1756.0376249661401,0
390,24987.934092059702,49.0651086377911,3946.89824562224,0
391,29672.5608105771,51.0198048097081,607.909484188127,0
392,23241.5998866782,40.8477560305037,457.19661720842697,0
393,24217.2287590802,23.5107674831524,2104.38432287864,0
394,65574.0933422931,23.513042524457003,3031.24632606192,0
395,55994.4587922655,31.1392572042532,680.619696071219,0
396,67369.3321226165,57.6342398361303,2299.4181716088,0
397,23305.7714928873,28.2175287632272,4521.00431151248,1
398,35195.4663451761,49.6584056043066,2836.98817845671,0
399,27135.072618257298,54.83645980479201,1387.2488010579998,0
400,24037.1651411988,23.3115743244998,2469.36442601101,0
401,51625.3132303245,44.808841190300896,4592.245550450871,0
402,50705.7662634179,53.2058221558109,1096.96707536899,0
403,58079.1569012217,18.6630267929286,11540.045811650702,1
404,62192.4670692533,46.0507889031433,1863.89100271298,0
405,62553.6684109829,63.9249755814672,4641.704784522371,0
406,68147.9573179968,22.9843944823369,12307.5623225278,1
407,27619.6614070795,47.5405059303157,2774.8327811003196,0
408,65330.1928355359,28.5899873124436,4030.80369209214,0
409,26680.1458364353,47.7617399827577,1671.18492391845,0
410,46104.5989114791,51.0563588943332,2342.47292088101,0
411,44904.597643762805,44.206686655525104,4953.77359939866,0
412,52934.5944337547,50.4029816468246,3248.62771841795,0
413,43509.7577562556,18.075335860718,7363.03763852006,1
414,22118.3573291637,63.0159466909245,3928.1218464785497,0
415,56275.4100235179,30.249871416483103,2224.8841598973604,0
416,48630.9795337729,27.0216773641296,5862.83302915672,1
417,64272.6999986917,37.7780147739686,4929.87881849349,0
418,24349.002952221803,53.7525228345767,3890.4710496590997,0
419,34332.3152558878,36.5013708979823,1225.72022331307,0
420,64940.241088625,43.9410412409343,8196.93072552584,0
421,30595.7480147481,40.9114946299233,3495.0698810157105,0
422,53422.2162491642,28.188530517276398,7441.75961676144,1
423,69995.6855783239,52.719673210755,2084.37086090284,0
424,48270.796244032696,45.3058510269038,6232.28039861045,0
425,27028.155587613597,48.1095946743153,331.364308695631,0
426,23519.866091664902,34.393706864211694,2368.3812306499804,0
427,37302.0833986811,35.0154038900509,2366.17424012737,0
428,55601.2718519196,18.8429928976111,10533.4551622879,1
429,62678.6454510875,25.8393941298127,333.441398145797,0
430,41602.4339781143,25.2598693897016,7005.0792919714,1
431,27533.001329284198,46.7659284593537,1551.4202880312,0
432,30594.1765592434,50.043820101302096,118.34214214338499,0
433,47846.9459037296,24.4183572856709,3713.26268829211,0
434,55273.2750005089,25.4163910276257,10282.9974457346,1
435,23086.2554092892,24.849960332736398,1256.4011595099698,0
436,29621.2748787366,32.4554232852533,5575.2536907666,1
437,47533.920947462306,39.955194065813,6637.770870559039,0
438,62519.184178672695,44.409974959213294,2324.5477054729,0
439,50878.95903736349,44.9651258219965,3257.0126292117498,0
440,58580.9595114551,56.62695133779199,4317.71547822747,0
441,69445.64944598821,28.818273770157198,10643.404179056999,1
442,60929.172351025,60.058777673635596,11146.0744599728,0
443,35496.6654954478,47.0027460702695,168.054785283069,0
444,33572.423497680604,57.44221935840321,3369.37702306496,0
445,55306.9143486209,20.1403118157759,5272.53501398802,0
446,34141.9276362285,47.151148673147,3371.6643103609003,0
447,40453.8909485564,20.709892833139698,890.93953525642,0
448,69088.7774154544,53.9356266343966,11246.488154757,0
449,30885.6922015548,55.1507588205859,5216.354091171161,0
450,58683.226320426904,24.8449592967518,271.734468486729,0
451,60675.8121564053,39.963906200137004,11617.7489093447,0
452,68460.68002516401,35.775600387714796,949.9566246969209,0
453,63653.8399080746,27.515368877910102,8866.527185298779,1
454,42522.5757574663,18.326122155413,5036.25528047363,0
455,54140.429133549296,30.888892731163697,7896.2237660972805,1
456,47548.362617380895,47.839100137352894,6153.9365638338295,0
457,24114.012257196002,52.3358155498281,3900.82960084791,0
458,20686.2390902825,33.2805235567503,3052.5766906145695,1
459,21412.3086119071,26.382710393052502,2639.7101263171,1
460,69391.1465979181,63.800670907367,2550.26514748866,0
461,32319.262220989902,42.9319930765778,2733.42055865967,0
462,52862.947136163704,47.33139712037521,9754.15223893674,0
463,48383.2761459053,39.7047263034619,2763.26395484522,0
464,36430.5384038016,38.2274417518638,5855.18559413532,0
465,44268.8940139487,27.9331710166298,6043.14310633161,1
466,63806.3292531297,56.6321662031114,114.49996740621799,0
467,46195.7771726884,32.4135985886678,927.0675938508431,0
468,23743.1607721373,42.734577716328204,3254.74895032068,0
469,22089.8374845274,21.2967032683082,2584.02203777874,0
470,54707.2885138914,44.2378814583644,10255.1901115656,0
471,23203.647187911,58.56887606671079,749.145368410122,0
472,25342.250678222597,40.3611400881782,871.530091132259,0
473,31645.632819272596,32.1632712800056,5193.83819663771,1
474,32306.8084008992,21.9063058434986,3603.3640781354297,0
475,61262.81632343309,49.4130304073915,5564.163603137889,0
476,26388.7272961438,19.3715205355547,1191.33213785363,0
477,53009.4254342839,36.0744793792255,3589.25350629665,0
478,58163.54067530481,58.74748469516629,2237.92776424099,0
479,38665.033928118595,55.1259217481129,6152.00483311834,0
480,25289.047223050096,53.3427248103544,3701.53760172254,0
481,66049.9340319075,29.315767397638396,13172.6812981319,1
482,56282.982525881394,62.369888597168,8215.55838399949,0
483,35778.6152325571,30.6282073752955,5544.654683502529,1
484,29174.240310676403,18.5286279926077,665.577000121256,0
485,55934.432561043606,60.7552497629076,5643.179899328969,0
486,32256.8615246564,20.0963994744234,2809.32218484219,0
487,68052.8069194406,28.758801679126897,1415.71826260479,0
488,26957.053870428397,55.2648774106055,4172.98823810663,0
489,48685.04201760519,32.5332560278475,9698.582169129,1
490,38288.0710810423,28.7354316161945,1723.3993728988098,0
491,42468.0208251812,28.625819175504102,1902.26561035478,0
492,55377.7730255388,46.9182215244509,6882.87341589713,0
493,54231.7027854733,21.274210639298,10156.1423121761,1
494,53283.25870679691,49.004692913033104,4065.2187953051503,0
495,52534.785475581906,47.1836194796488,3810.1318418453498,0
496,47847.51562867309,26.651837771758398,8494.01643069754,1
497,59998.253271915,54.308926813304396,4659.53597585937,0
498,58684.5130124129,31.7322647487745,5415.81741673557,0
499,49114.787932485306,61.481522549875095,6388.85036020661,0
500,57179.402005858705,21.3731215777807,2991.9673507143602,0
